Problem,Worker ID,Age,Gender,Strong hand,Education,Answer,Confidence,Psolve,1 second,1000 seconds,1 minute,1000 minutes,1 hour,1000 hours,2000 hours,1000000 hours,Infinity,There is no way to know without additional information,Class
CR_Conf,A34XIQTEVQ5VSU,24,Female,Right,Graduate Degree,Infinity,4,81-90%,71-80%,61-70%,11-20%,11-20%,31-40%,31-40%,31-40%,21-30%,71-80%,61-70%,Non-Solver
CR_Conf,A354QMVOXVCIS2,45,Male,Right,Graduate Degree,1 minute,7,71-80%,31-40%,21-30%,61-70%,51-60%,41-50%,61-70%,21-30%,21-30%,31-40%,31-40%,Non-Solver
CR_Conf,A35D31QHYQUF9V,35,Male,Right,College,There is no way to know without additional information,5,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A35FEVVJUP5AL5,54,Male,Left,Graduate Degree,Infinity,1,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,21-30%,0-10%,0-10%,21-30%,31-40%,Non-Solver
CR_Conf,A35QZFRG4FKK3Z,67,Female,Right,Graduate Degree,1 hour,6,91-100%,0-10%,0-10%,0-10%,0-10%,81-90%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A364KJDYEBAWC9,50,Male,Left,College,1000 minutes,5,21-30%,0-10%,0-10%,0-10%,21-30%,21-30%,41-50%,11-20%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A36793QL7HS6JB,57,Female,Right,College,Infinity,9,91-100%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,81-90%,11-20%,Non-Solver
CR_Conf,A36EOEBVBUTO85,41,Female,Right,Graduate Degree,There is no way to know without additional information,1,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,Non-Solver
CR_Conf,A36HFMF9Z4BGS8,55,Male,Right,High School/GED,1 minute,8,41-50%,0-10%,0-10%,41-50%,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,71-80%,Non-Solver
CR_Conf,A36IU5EX4AZD04,21,Male,Right,High School/GED,Infinity,4,0-10%,0-10%,0-10%,11-20%,41-50%,41-50%,41-50%,51-60%,31-40%,71-80%,71-80%,Non-Solver
CR_Conf,A36IYIE23IO4HE,42,Female,Left,College,There is no way to know without additional information,6,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,51-60%,11-20%,81-90%,71-80%,0-10%,Non-Solver
CR_Conf,A36OLZLW29173F,26,Male,Right,College,1 hour,7,11-20%,0-10%,0-10%,0-10%,0-10%,41-50%,0-10%,0-10%,0-10%,41-50%,0-10%,Solver
CR_Conf,A36UNYMDBED99W,70,Male,Both hands are equally strong,College,There is no way to know without additional information,8,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,21-30%,31-40%,Non-Solver
CR_Conf,A36UZHVNGAP6R6,37,Female,Right,College,1 hour,3,41-50%,0-10%,11-20%,0-10%,0-10%,51-60%,0-10%,0-10%,0-10%,0-10%,21-30%,Solver
CR_Conf,A36VXS1NZ2GN2T,48,Female,Right,College,Infinity,6,21-30%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,31-40%,31-40%,31-40%,41-50%,Non-Solver
CR_Conf,A36ZLJPURT0ILP,46,Male,Left,High School/GED,There is no way to know without additional information,1,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A37035O52KQUMA,34,Male,Right,Graduate Degree,1 hour,7,21-30%,61-70%,51-60%,41-50%,51-60%,31-40%,41-50%,21-30%,31-40%,41-50%,81-90%,Solver
CR_Conf,A37533SGF100SL,30,Male,Right,College,2000 hours,4,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,11-20%,21-30%,31-40%,Non-Solver
CR_Conf,A37EV8RZ82WT8E,30,Male,Right,College,1000 hours,8,21-30%,0-10%,0-10%,31-40%,21-30%,11-20%,21-30%,11-20%,21-30%,0-10%,0-10%,Non-Solver
CR_Conf,A37JW9XJ3Y9BKO,39,Male,Right,Graduate Degree,There is no way to know without additional information,10,41-50%,0-10%,21-30%,11-20%,21-30%,11-20%,11-20%,0-10%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A37QFZ8I1TGH2C,66,Female,Right,College,Infinity,2,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,Non-Solver
CR_Conf,A37QSL0PMFJ7TM,51,Male,Both hands are equally strong,College,There is no way to know without additional information,9,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A37S96RT1P1IT2,36,Female,Right,College,1 hour,2,21-30%,0-10%,0-10%,0-10%,0-10%,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A37VBAMFEQKJO4,52,Male,Right,College,There is no way to know without additional information,10,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A37W0GRXSM04LX,50,Male,Both hands are equally strong,High School/GED,There is no way to know without additional information,4,21-30%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,21-30%,21-30%,Non-Solver
CR_Conf,A37XJVQF62ZYC,55,Male,Left,High School/GED,There is no way to know without additional information,8,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,31-40%,31-40%,Non-Solver
CR_Conf,A38AF7RJM28PGX,66,Female,Right,College,1 hour,3,21-30%,0-10%,11-20%,11-20%,11-20%,31-40%,0-10%,0-10%,0-10%,0-10%,61-70%,Solver
CR_Conf,A38DHLB88V8DL8,44,Female,Right,College,Infinity,2,11-20%,0-10%,11-20%,0-10%,21-30%,21-30%,11-20%,0-10%,0-10%,41-50%,0-10%,Non-Solver
CR_Conf,A38DXFI1TZA295,55,Male,Right,College,1 hour,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A38F8U7SZ7CE1Y,27,Male,Right,Graduate Degree,1000 minutes,5,41-50%,0-10%,0-10%,61-70%,61-70%,31-40%,21-30%,11-20%,0-10%,0-10%,51-60%,Non-Solver
CR_Conf,A38GD64MIM8FML,25,Female,Right,Graduate Degree,2000 hours,9,71-80%,0-10%,0-10%,71-80%,61-70%,41-50%,51-60%,41-50%,21-30%,31-40%,51-60%,Non-Solver
CR_Conf,A38ILUORAQ7EJ0,33,Female,Right,High School/GED,1 minute,1,0-10%,0-10%,0-10%,81-90%,51-60%,61-70%,71-80%,0-10%,0-10%,61-70%,81-90%,Non-Solver
CR_Conf,A38OPVI04AH4JG,51,Male,Right,College,1 minute,5,21-30%,11-20%,11-20%,31-40%,11-20%,11-20%,21-30%,31-40%,11-20%,0-10%,0-10%,Non-Solver
CR_Conf,A38TZK07ON180S,39,Male,Right,College,Infinity,7,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,91-100%,0-10%,Non-Solver
CR_Conf,A38ZV8LBZ034IZ,56,Male,Right,College,There is no way to know without additional information,10,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A394B1YXZ1G9SI,30,Male,Right,Graduate Degree,1000 minutes,9,51-60%,51-60%,61-70%,51-60%,41-50%,61-70%,71-80%,61-70%,21-30%,31-40%,41-50%,Non-Solver
CR_Conf,A395TE79MF1S36,38,Female,Right,College,Infinity,2,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,Non-Solver
CR_Conf,A398PAVIY4EUGH,27,Male,Right,Graduate Degree,1 hour,8,71-80%,0-10%,0-10%,71-80%,61-70%,81-90%,71-80%,61-70%,71-80%,71-80%,61-70%,Solver
CR_Conf,A39C4K9XUBO2AI,37,Male,Right,Graduate Degree,1 hour,7,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,0-10%,51-60%,0-10%,Solver
CR_Conf,A39EBCTD36G85Y,36,Female,Left,College,Infinity,4,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,81-90%,11-20%,Non-Solver
CR_Conf,A39GADIK8RLMVC,36,Male,Left,College,1 hour,8,21-30%,21-30%,21-30%,11-20%,31-40%,21-30%,11-20%,41-50%,21-30%,0-10%,0-10%,Solver
CR_Conf,A39KHMYFO61LKN,37,Male,Left,College,There is no way to know without additional information,4,11-20%,0-10%,0-10%,0-10%,31-40%,41-50%,61-70%,51-60%,21-30%,81-90%,71-80%,Non-Solver
CR_Conf,A39PWM9C4U0TEP,41,Male,Right,Graduate Degree,2000 hours,8,31-40%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,21-30%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A39Q4SNT7SRK94,28,Male,Right,College,1 minute,2,31-40%,21-30%,41-50%,61-70%,41-50%,31-40%,21-30%,11-20%,11-20%,11-20%,0-10%,Non-Solver
CR_Conf,A39QNT90QCP5KA,28,Male,Right,College,1000 hours,6,11-20%,0-10%,11-20%,0-10%,11-20%,21-30%,21-30%,0-10%,0-10%,21-30%,11-20%,Non-Solver
CR_Conf,A39S29IP6ZSNT4,30,Female,Right,College,1 minute,10,11-20%,0-10%,0-10%,71-80%,71-80%,71-80%,71-80%,71-80%,71-80%,71-80%,71-80%,Non-Solver
CR_Conf,A39ZJ6GDHFZRJW,66,Male,Right,College,1 hour,4,21-30%,0-10%,0-10%,0-10%,0-10%,41-50%,0-10%,0-10%,0-10%,81-90%,81-90%,Solver
CR_Conf,A3A07QA5U733HQ,35,Male,Right,College,There is no way to know without additional information,8,11-20%,0-10%,21-30%,41-50%,31-40%,21-30%,41-50%,21-30%,0-10%,41-50%,11-20%,Non-Solver
CR_Conf,A3A8P4UR9A0DWQ,43,Female,Right,College,Infinity,1,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,31-40%,51-60%,61-70%,41-50%,Non-Solver
CR_Conf,A3AELT3Y5E6X7U,26,Female,Right,Graduate Degree,Infinity,10,91-100%,0-10%,0-10%,0-10%,0-10%,41-50%,0-10%,0-10%,0-10%,41-50%,0-10%,Non-Solver
CR_Conf,A3AGF9EJPNNZH5,28,Female,Right,Graduate Degree,1000 minutes,9,41-50%,41-50%,51-60%,71-80%,31-40%,61-70%,71-80%,51-60%,61-70%,51-60%,71-80%,Non-Solver
CR_Conf,A3AHCT6Q7A3Q23,45,Female,Left,College,1000 minutes,5,21-30%,0-10%,0-10%,0-10%,31-40%,0-10%,21-30%,11-20%,11-20%,11-20%,0-10%,Non-Solver
CR_Conf,A3AKKYZC4JE3UF,48,Female,Right,College,1000 minutes,6,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A3ANKNB1TOCXQU,48,Female,Left,College,1000 minutes,4,11-20%,0-10%,11-20%,41-50%,31-40%,61-70%,41-50%,71-80%,21-30%,81-90%,81-90%,Non-Solver
CR_Conf,A3AS3TZQF4X6ZK,35,Male,Right,College,2000 hours,6,31-40%,61-70%,51-60%,41-50%,31-40%,41-50%,41-50%,51-60%,71-80%,71-80%,61-70%,Non-Solver
CR_Conf,A3AY0315YWWNXY,28,Male,Right,College,1000 hours,1,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,51-60%,61-70%,11-20%,Non-Solver
CR_Conf,A3B4cnx1GH6054,57,Female,Left,College,There is no way to know without additional information,10,31-40%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,0-10%,11-20%,21-30%,71-80%,Non-Solver
CR_Conf,A3B653FLHLS9LW,32,Female,Left,College,1 hour,7,21-30%,81-90%,0-10%,21-30%,21-30%,61-70%,81-90%,21-30%,21-30%,81-90%,81-90%,Solver
CR_Conf,A3B82GXN9H9MPZ,25,Male,Right,College,1 hour,8,31-40%,0-10%,0-10%,21-30%,51-60%,81-90%,31-40%,21-30%,0-10%,0-10%,41-50%,Solver
CR_Conf,A3B8L74ETTJXX1,61,Female,Right,College,1000 minutes,7,21-30%,0-10%,11-20%,0-10%,41-50%,0-10%,21-30%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A3B96BW9I8IZA2,45,Female,Right,College,There is no way to know without additional information,6,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A3B9OZQTE4US3T,40,Male,Right,College,1 hour,4,21-30%,31-40%,41-50%,31-40%,21-30%,71-80%,11-20%,41-50%,41-50%,11-20%,21-30%,Solver
CR_Conf,A3BLA95UAQCY8V,41,Female,Right,College,There is no way to know without additional information,10,0-10%,0-10%,21-30%,11-20%,41-50%,31-40%,61-70%,71-80%,81-90%,81-90%,81-90%,Non-Solver
CR_Conf,A3BOY7SUI425MK,22,Male,Right,College,1000 minutes,5,31-40%,41-50%,41-50%,21-30%,21-30%,51-60%,31-40%,51-60%,41-50%,21-30%,21-30%,Non-Solver
CR_Conf,A3BRH4KXTQ349T,28,Male,Right,Graduate Degree,1 minute,8,41-50%,41-50%,51-60%,61-70%,71-80%,61-70%,71-80%,61-70%,71-80%,71-80%,61-70%,Non-Solver
CR_Conf,A3C0NQ2IP5FTZQ,31,Male,Right,College,Infinity,8,21-30%,0-10%,0-10%,0-10%,21-30%,11-20%,11-20%,11-20%,11-20%,11-20%,21-30%,Non-Solver
CR_Conf,A3C7COPV48I37D,56,Male,Right,High School/GED,Infinity,8,21-30%,0-10%,11-20%,11-20%,11-20%,21-30%,11-20%,11-20%,11-20%,61-70%,61-70%,Non-Solver
CR_Conf,A3C9GW7WIFKS7W,52,Male,Right,Graduate Degree,1000 seconds,10,51-60%,71-80%,81-90%,71-80%,71-80%,81-90%,71-80%,61-70%,71-80%,81-90%,71-80%,Non-Solver
CR_Conf,A3CEO8VV1ZMXY0,35,Male,Right,Graduate Degree,Infinity,7,31-40%,0-10%,21-30%,11-20%,31-40%,11-20%,11-20%,0-10%,0-10%,51-60%,0-10%,Non-Solver
CR_Conf,A3CH1Z6J9R38G9,29,Male,Both hands are equally strong,College,1000 hours,4,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,11-20%,11-20%,Non-Solver
CR_Conf,A3CTXWISODY7D8,41,Male,Right,College,1000000 hours,9,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A3CWEIEY3TGJFX,43,Male,Right,College,1000 hours,6,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,11-20%,11-20%,11-20%,Non-Solver
CR_Conf,A3CXJ18H14DXBN,39,Male,Right,College,1 hour,9,71-80%,11-20%,0-10%,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A3CYHZ9BKS79E5,31,Female,Right,High School/GED,There is no way to know without additional information,9,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,41-50%,41-50%,Non-Solver
CR_Conf,A3D2GO0IFRFN6R,34,Female,Left,College,Infinity,1,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A3DAJROQC1BLNI,40,Female,Right,College,1000 hours,7,11-20%,0-10%,0-10%,11-20%,11-20%,21-30%,21-30%,0-10%,0-10%,21-30%,21-30%,Non-Solver
CR_Conf,A3DB8QTQS5J8MM,25,Male,Right,College,Infinity,10,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,31-40%,71-80%,81-90%,Non-Solver
CR_Conf,A3DZ46U9XRLVBI,38,Female,Right,High School/GED,Infinity,2,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,21-30%,11-20%,11-20%,Non-Solver
CR_Conf,A3EC954ZQ3DYCU,28,Female,Right,College,1 minute,9,71-80%,51-60%,71-80%,71-80%,41-50%,31-40%,21-30%,31-40%,31-40%,41-50%,11-20%,Non-Solver
CR_Conf,A3ECSH4KKQJX9N,36,Female,Right,Graduate Degree,There is no way to know without additional information,3,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,0-10%,21-30%,21-30%,Non-Solver
CR_Conf,A3EIVR2LS7CCWB,46,Female,Right,College,1 hour,7,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,41-50%,31-40%,11-20%,11-20%,21-30%,Solver
CR_Conf,A3EPQ3XMQZQXCW,30,Female,Right,Graduate Degree,There is no way to know without additional information,7,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A3F51C49T9A34D,53,Male,Right,Graduate Degree,Infinity,5,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,41-50%,11-20%,Non-Solver
CR_Conf,A3F90N8YVKJ4I7,40,Male,Right,College,1 hour,4,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,11-20%,11-20%,11-20%,11-20%,Solver
CR_Conf,A3FJCLBK3HF4PD,29,Male,Left,College,There is no way to know without additional information,7,41-50%,11-20%,21-30%,41-50%,31-40%,31-40%,21-30%,0-10%,0-10%,21-30%,61-70%,Non-Solver
CR_Conf,A3FJE9AUW0O41D,32,Female,Left,College,1 hour,3,11-20%,0-10%,11-20%,11-20%,11-20%,21-30%,11-20%,11-20%,0-10%,0-10%,0-10%,Solver
CR_Conf,A3FMSV2KW0YQZB,28,Male,Right,College,1 hour,7,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,31-40%,Solver
CR_Conf,A3G1ODAPIHRHUI,51,Female,Right,College,There is no way to know without additional information,7,11-20%,0-10%,0-10%,0-10%,11-20%,31-40%,41-50%,41-50%,51-60%,51-60%,61-70%,Non-Solver
CR_Conf,A3G5IPGLH1IIZN,55,Female,Right,College,There is no way to know without additional information,1,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A3G85PECAGKPBK,54,Female,Right,Graduate Degree,1000 minutes,5,31-40%,0-10%,0-10%,11-20%,11-20%,21-30%,21-30%,31-40%,41-50%,51-60%,61-70%,Non-Solver
CR_Conf,A3GF17EKYEJFZQ,58,Female,Right,High School/GED,1 hour,1,11-20%,0-10%,0-10%,0-10%,11-20%,31-40%,21-30%,11-20%,0-10%,0-10%,11-20%,Solver
CR_Conf,A3GFGPPC495SPO,38,Female,Right,College,1000 hours,3,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,51-60%,21-30%,Non-Solver
CR_Conf,A3GIZ0VFD8CS47,43,Male,Right,High School/GED,Infinity,8,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,Non-Solver
CR_Conf,A3GO2JCV966XGE,29,Male,Right,College,Infinity,6,51-60%,0-10%,0-10%,0-10%,21-30%,11-20%,0-10%,0-10%,0-10%,41-50%,51-60%,Non-Solver
CR_Conf,A3GPYCHKB2KDLC,55,Male,Right,Graduate Degree,1 hour,5,11-20%,0-10%,31-40%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,Solver
CR_Conf,A3GUPOYHXOIQ6B,27,Male,Left,Graduate Degree,1000 hours,5,51-60%,0-10%,0-10%,21-30%,31-40%,41-50%,51-60%,61-70%,51-60%,41-50%,31-40%,Non-Solver
CR_Conf,A3HE8VNBXD2BR0,29,Male,Right,High School/GED,1 hour,3,31-40%,0-10%,0-10%,0-10%,11-20%,41-50%,0-10%,0-10%,0-10%,11-20%,21-30%,Solver
CR_Conf,A3HEFFEBOZC50K,35,Female,Right,Graduate Degree,Infinity,7,41-50%,31-40%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A3HH7T31PFH49C,34,Female,Right,Graduate Degree,1 hour,6,51-60%,0-10%,0-10%,11-20%,0-10%,51-60%,21-30%,11-20%,11-20%,0-10%,21-30%,Solver
CR_Conf,A3HI6K8RIQ8A7X,27,Male,Both hands are equally strong,Graduate Degree,1 minute,8,61-70%,11-20%,21-30%,51-60%,31-40%,21-30%,21-30%,21-30%,21-30%,11-20%,11-20%,Non-Solver
CR_Conf,A3HIZXUSZUQLYS,32,Male,Right,College,There is no way to know without additional information,8,41-50%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,11-20%,51-60%,Non-Solver
CR_Conf,A3HL2LL0LEPZT8,34,Male,Left,College,1 hour,1,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,11-20%,Solver
CR_Conf,A3HLIJUBLECL5T,27,Female,Right,College,1 minute,3,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A3HMDGRGC5JB7E,33,Female,Right,College,1 minute,2,11-20%,21-30%,11-20%,31-40%,31-40%,0-10%,31-40%,11-20%,31-40%,11-20%,21-30%,Non-Solver
CR_Conf,A3HV6WJ4V1625R,59,Male,Right,Graduate Degree,1 minute,9,91-100%,0-10%,0-10%,61-70%,71-80%,61-70%,71-80%,61-70%,71-80%,61-70%,71-80%,Non-Solver
CR_Conf,A3HW4QDJB63OQ2,29,Male,Right,College,There is no way to know without additional information,4,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A3HXM7BGH18FOW,64,Female,Right,Graduate Degree,There is no way to know without additional information,1,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,51-60%,21-30%,0-10%,51-60%,71-80%,Non-Solver
CR_Conf,A3HZA5ZOPA298N,24,Male,Right,College,1000 seconds,5,31-40%,11-20%,21-30%,21-30%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A3I55L67X0MWC4,52,Female,Right,Graduate Degree,There is no way to know without additional information,3,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,41-50%,41-50%,Non-Solver
CR_Conf,A3I8HU3ZCHOROC,28,Male,Right,Graduate Degree,1 hour,10,71-80%,0-10%,0-10%,21-30%,21-30%,71-80%,61-70%,41-50%,31-40%,11-20%,21-30%,Solver
CR_Conf,A3ID4YTU6O6J4E,26,Male,Right,College,2000 hours,7,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,Non-Solver
CR_Conf,A3IEFYBAJDK48K,30,Male,Right,Graduate Degree,Infinity,10,21-30%,0-10%,0-10%,11-20%,0-10%,51-60%,0-10%,0-10%,0-10%,21-30%,0-10%,Non-Solver
CR_Conf,A3IMB1JAMHP1KK,35,Male,Right,High School/GED,There is no way to know without additional information,8,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,61-70%,Non-Solver
CR_Conf,A3IO849YPKG09B,46,Male,Right,College,There is no way to know without additional information,10,21-30%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,11-20%,0-10%,31-40%,0-10%,Non-Solver
CR_Conf,A3IU1F9KR74CLH,36,Female,Right,College,Infinity,4,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,31-40%,Non-Solver
CR_Conf,A3J0ZJRVD5882T,25,Male,Left,Graduate Degree,There is no way to know without additional information,10,11-20%,0-10%,11-20%,11-20%,31-40%,41-50%,51-60%,61-70%,61-70%,41-50%,61-70%,Non-Solver
CR_Conf,A3J2B1CXC671CE,36,Male,Right,Graduate Degree,1000 minutes,7,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A3JAM040VWXHDO,48,Female,Right,College,1000 hours,2,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,31-40%,Non-Solver
CR_Conf,A3JBAUWN5T7E0Q,34,Male,Right,College,Infinity,6,21-30%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,Non-Solver
CR_Conf,A3JKYTCUACTDZA,23,Female,Both hands are equally strong,College,1000 hours,3,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A3JVG39ZC5U3AE,30,Female,Right,College,1000 hours,6,31-40%,0-10%,0-10%,0-10%,31-40%,11-20%,31-40%,0-10%,0-10%,21-30%,0-10%,Non-Solver
CR_Conf,A3JVOMZOZ81R1S,35,Female,Left,College,1000 hours,5,31-40%,0-10%,0-10%,0-10%,21-30%,21-30%,41-50%,41-50%,41-50%,51-60%,21-30%,Non-Solver
CR_Conf,A3K415WNTD33IK,39,Female,Right,College,1000 hours,5,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A3K5HNLPS3F0I8,69,Female,Right,College,Infinity,6,31-40%,0-10%,31-40%,31-40%,51-60%,51-60%,81-90%,81-90%,81-90%,41-50%,0-10%,Non-Solver
CR_Conf,A3K61IVKI7FBTY,29,Female,Right,College,1000000 hours,10,41-50%,51-60%,41-50%,61-70%,61-70%,31-40%,41-50%,41-50%,51-60%,61-70%,51-60%,Non-Solver
CR_Conf,A3KC26Z78FBOJT,31,Male,Right,Graduate Degree,There is no way to know without additional information,2,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,41-50%,Non-Solver
CR_Conf,A3KK1BNF5H0N1Z,33,Male,Right,College,1000 hours,4,21-30%,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,31-40%,31-40%,41-50%,0-10%,Non-Solver
CR_Conf,A3KK1GTAF77JFK,16,Female,Right,College,Infinity,6,41-50%,0-10%,0-10%,0-10%,0-10%,31-40%,11-20%,11-20%,11-20%,21-30%,11-20%,Non-Solver
CR_Conf,A3KM1ZZ6OB52L5,29,Female,Right,Graduate Degree,Infinity,10,41-50%,0-10%,0-10%,41-50%,31-40%,21-30%,21-30%,31-40%,31-40%,71-80%,0-10%,Non-Solver
CR_Conf,A3KNO82DZ519HG,54,Female,Right,College,2000 hours,1,0-10%,0-10%,11-20%,0-10%,11-20%,11-20%,31-40%,21-30%,0-10%,21-30%,61-70%,Non-Solver
CR_Conf,A3KOT3B7E14QGF,48,Female,Right,College,Infinity,8,31-40%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,11-20%,21-30%,21-30%,0-10%,Non-Solver
CR_Conf,A3KQZ7XGK5N58I,39,Female,Right,Graduate Degree,Infinity,5,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,51-60%,Non-Solver
CR_Conf,A3KUGXG2Y6X7BD,42,Female,Right,College,There is no way to know without additional information,9,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,81-90%,Non-Solver
CR_Conf,A3KWWXE2Y5O896,30,Male,Right,High School/GED,1 hour,7,41-50%,11-20%,71-80%,11-20%,71-80%,61-70%,71-80%,31-40%,21-30%,31-40%,41-50%,Solver
